Taxpayer_ID,Business_Name,Tax_Year,Tax_Type,Industry,City,Reported_Revenue,Reported_Deductions,Taxable_Income,Tax_Paid,Expected_Tax,Estimated_Tax_Gap,Number_of_Employees,Filing_Status,Previously_Audited,Prior_Audit_Result,Industry_Avg_Revenue,Revenue_Ratio,Compliance_Flag
MA-010807,Eastern Healthcare Solutions,2023,Corporate,Retail,Boston,240311.11,49017.39,191293.72,15644.93,51870.0,36225.07,9,On Time,No,N/A,600000,0.4005,Suspicious
MA-010808,Coastal Manufacturing Group,2022,Corporate,Manufacturing,New Bedford,785489.31,157161.24,628328.07,34627.81,58038.51,23410.71,33,Amended,No,N/A,1500000,0.5237,Underpaid
MA-010809,Commonwealth Hospitality LLC,2023,Income,Construction,Springfield,918513.41,230539.65,687973.76,63715.33,68256.41,4541.09,7,On Time,No,N/A,800000,1.1481,Compliant
MA-010810,Valley Healthcare Enterprise,2025,Rooms Occupancy,Restaurant,Lynn,245829.44,72060.43,173769.01,9991.72,18270.43,8278.71,10,On Time,No,N/A,450000,0.5463,Underpaid
MA-010811,Metro Healthcare Group,2022,Rooms Occupancy,Manufacturing,Lynn,1536379.32,529776.51,1006602.81,57879.66,69289.25,11409.58,12,Amended,No,N/A,1500000,1.0243,Compliant
MA-010812,Central Real Estate Solutions,2022,Rooms Occupancy,Construction,Chelsea,1082667.73,453844.01,628823.72,36157.36,45404.94,9247.58,10,On Time,No,N/A,800000,1.3533,Compliant
MA-010813,Colonial Hospitality Associates,2023,Corporate,Construction,Worcester,701036.68,258889.67,442147.01,35432.62,86700.47,51267.85,22,On Time,No,N/A,800000,0.8763,Suspicious
MA-010814,Eastern Real Estate Associates,2024,Income,Retail,Worcester,493653.27,213140.46,280512.81,19119.76,25359.69,6239.93,12,On Time,Yes,Compliant,600000,0.8228,Compliant
MA-010815,Atlantic Construction Group,2023,Sales/Use,Retail,Boston,637539.92,198513.85,439026.07,27439.13,31099.37,3660.24,11,On Time,No,N/A,600000,1.0626,Compliant
MA-010816,Beacon Retail LLC,2025,Income,Manufacturing,Worcester,1734325.28,737779.47,996545.81,99791.67,116229.72,16438.05,17,On Time,Yes,Underpaid,1500000,1.1562,Compliant
MA-010817,Beacon Retail LLC,2024,Income,Construction,Boston,0.0,0.0,0.0,0.0,49915.72,49915.72,12,Not Filed,Yes,Underpaid,800000,0.0,Non-Filer
MA-010818,Southern Healthcare Holdings,2022,Sales/Use,Retail,Springfield,139395.01,25109.45,114285.56,7142.85,23619.86,16477.02,4,On Time,No,N/A,600000,0.2323,Suspicious
MA-010819,Eastern Auto Repair Corp,2022,Meals,Restaurant,Chelsea,309380.04,127351.48,182028.56,12742.0,17304.9,4562.9,5,On Time,No,N/A,450000,0.6875,Compliant
MA-010820,Coastal Construction Ventures,2025,Income,Construction,Cambridge,1360405.64,414776.62,945629.02,95158.51,115238.02,20079.52,12,On Time,No,N/A,800000,1.7005,Compliant
MA-010821,Bay State Construction Services,2022,Sales/Use,Construction,Chelsea,817843.15,180264.68,637578.47,39848.65,39367.29,0.0,17,On Time,No,N/A,800000,1.0223,Compliant
MA-010822,Patriot Professional Services Solutions,2024,Meals,Real Estate,Quincy,454070.71,116759.0,337311.71,23611.82,35886.0,12274.18,10,On Time,Yes,Underpaid,700000,0.6487,Underpaid
MA-010823,Colonial Professional Services Holdings,2025,Income,Hospitality,Fall River,215307.69,94066.78,121240.91,11668.58,16714.29,5045.71,4,On Time,No,N/A,350000,0.6152,Compliant
MA-010824,Harbor Construction Partners,2025,Meals,Restaurant,Quincy,413107.11,124860.06,288247.05,20177.29,19848.63,0.0,10,On Time,No,N/A,450000,0.918,Compliant
MA-010825,Commonwealth Retail Group,2024,Income,Restaurant,Fall River,621743.89,263439.49,358304.4,24644.97,30430.33,5785.36,20,On Time,No,N/A,450000,1.3817,Compliant
MA-010826,Pioneer Retail Group,2023,Corporate,Manufacturing,Worcester,1869978.5,624556.35,1245422.15,91012.83,95351.32,4338.49,24,On Time,Yes,Compliant,1500000,1.2467,Compliant
MA-010827,Harbor Professional Services Inc,2024,Sales/Use,Manufacturing,Boston,1525193.16,325078.17,1200114.99,75007.19,74160.17,0.0,18,Late,No,N/A,1500000,1.0168,Compliant
MA-010828,Harbor Restaurant Inc,2024,Sales/Use,Hospitality,Springfield,379509.47,140418.62,239090.85,14943.18,16161.75,1218.58,3,Amended,Yes,Compliant,350000,1.0843,Compliant
MA-010829,Colonial Construction Solutions,2025,Corporate,Auto Repair,Boston,308291.42,117682.08,190609.34,12830.22,16966.14,4135.92,10,On Time,Yes,Compliant,300000,1.0276,Compliant
MA-010830,Metro Professional Services Associates,2024,Sales/Use,Professional Services,Boston,325310.03,120296.93,205013.1,12813.32,16857.12,4043.8,9,On Time,No,N/A,500000,0.6506,Compliant
MA-010831,Commonwealth Professional Services Solutions,2025,Income,Healthcare,Lynn,838265.5,232657.08,605608.42,61798.61,139133.14,77334.53,20,Late,No,N/A,1200000,0.6986,Suspicious
MA-010832,Commonwealth Professional Services Partners,2025,Sales/Use,Restaurant,Somerville,130487.94,30477.72,100010.21,6250.64,6529.41,278.77,1,On Time,No,N/A,450000,0.29,Compliant
MA-010833,Patriot Real Estate Partners,2025,Special Fuels,Construction,Springfield,815342.28,263652.22,551690.06,132405.62,241155.32,108749.7,14,Late,No,N/A,800000,1.0192,Underpaid
MA-010834,Northern Real Estate Co,2024,Income,Construction,Cambridge,479382.34,152570.92,326811.42,21091.67,21357.42,265.75,3,On Time,No,N/A,800000,0.5992,Compliant
MA-010835,Northern Construction Services,2023,Meals,Restaurant,Springfield,565231.06,142076.79,423154.27,29620.8,33062.8,3442.0,9,Late,No,N/A,450000,1.2561,Compliant
MA-010836,Central Real Estate Partners,2023,Income,Healthcare,Springfield,1104406.78,483556.32,620850.46,41287.64,55652.17,14364.53,11,On Time,No,N/A,1200000,0.9203,Compliant
MA-010837,Cape Retail Group,2022,Sales/Use,Healthcare,New Bedford,1070097.65,212551.29,857546.36,53596.65,45668.37,0.0,8,On Time,No,N/A,1200000,0.8917,Compliant
MA-010838,Eastern Professional Services Partners,2025,Income,Construction,Somerville,894293.43,335089.99,559203.44,49375.4,87351.58,37976.18,14,On Time,No,N/A,800000,1.1179,Underpaid
MA-010839,Pilgrim Professional Services Holdings,2024,Rooms Occupancy,Construction,Worcester,488363.58,97567.08,390796.49,22470.8,53058.18,30587.38,22,On Time,No,N/A,800000,0.6105,Suspicious
MA-010840,Metro Retail Group,2024,Corporate,Manufacturing,Somerville,1055801.73,386464.69,669337.04,73404.68,180421.99,107017.31,22,On Time,No,N/A,1500000,0.7039,Suspicious
MA-010841,Coastal Healthcare Solutions,2023,Corporate,Manufacturing,Boston,0.0,0.0,0.0,0.0,76418.19,76418.19,21,Not Filed,No,N/A,1500000,0.0,Non-Filer
MA-010842,Summit Real Estate Associates,2023,Corporate,Retail,Boston,407773.15,138090.96,269682.19,31000.39,38318.71,7318.32,6,On Time,No,N/A,600000,0.6796,Compliant
MA-010843,Northern Restaurant Partners,2025,Corporate,Hospitality,Chelsea,202313.73,66316.77,135996.96,7780.16,9623.11,1842.95,8,On Time,No,N/A,350000,0.578,Compliant
MA-010844,Eastern Real Estate LLC,2025,Corporate,Healthcare,Boston,437538.66,192515.99,245022.67,24896.41,74896.64,50000.23,13,On Time,No,N/A,1200000,0.3646,Suspicious
MA-010845,Beacon Professional Services Holdings,2023,Income,Retail,Boston,633236.79,185309.91,447926.88,22404.08,27406.62,5002.53,6,Amended,No,N/A,600000,1.0554,Compliant
MA-010846,Patriot Hospitality Inc,2025,Corporate,Restaurant,Fall River,334763.28,89707.85,245055.42,25528.5,39722.83,14194.34,4,On Time,No,N/A,450000,0.7439,Underpaid
MA-010847,Cape Hospitality LLC,2023,Income,Hospitality,Worcester,347009.76,139485.03,207524.73,18518.26,30501.73,11983.47,1,Not Filed,No,N/A,350000,0.9915,Underpaid
MA-010848,Coastal Healthcare Inc,2024,Corporate,Professional Services,Chelsea,520974.95,182868.32,338106.63,34146.88,42618.17,8471.29,16,On Time,No,N/A,500000,1.0419,Compliant
MA-010849,Patriot Retail Partners,2023,Corporate,Real Estate,Lynn,443662.93,92488.9,351174.04,31968.49,32123.28,154.79,2,Not Filed,No,N/A,700000,0.6338,Compliant
MA-010850,Summit Healthcare Group,2024,Income,Auto Repair,Cambridge,347816.93,156072.88,191744.05,19039.9,27745.37,8705.47,5,On Time,Yes,Compliant,300000,1.1594,Compliant
MA-010851,Cape Professional Services Enterprise,2025,Corporate,Restaurant,New Bedford,374063.28,117334.75,256728.53,14703.38,22339.57,7636.19,8,On Time,No,N/A,450000,0.8313,Underpaid
MA-010852,Northern Auto Repair Co,2023,Income,Professional Services,New Bedford,348165.67,118809.25,229356.41,12468.45,27732.5,15264.04,13,On Time,No,N/A,500000,0.6963,Underpaid
MA-010853,Northern Real Estate Co,2022,Sales/Use,Real Estate,Boston,517538.39,187759.14,329779.25,20611.2,33545.37,12934.16,8,Late,No,N/A,700000,0.7393,Underpaid
MA-010854,Summit Restaurant LLC,2025,Rooms Occupancy,Auto Repair,Cambridge,209148.1,83139.35,126008.75,7245.5,15831.53,8586.03,14,Late,No,N/A,300000,0.6972,Underpaid
MA-010855,Northern Manufacturing Co,2023,Income,Restaurant,Springfield,440721.15,176886.92,263834.23,13251.26,17179.19,3927.93,1,On Time,No,N/A,450000,0.9794,Compliant
MA-010856,Summit Restaurant Partners,2025,Sales/Use,Retail,Chelsea,840271.77,172841.94,667429.83,41714.36,37568.0,0.0,9,On Time,No,N/A,600000,1.4005,Compliant
MA-010857,Metro Retail LLC,2024,Income,Manufacturing,Fall River,258135.22,103561.92,154573.31,14678.62,26307.7,11629.07,9,On Time,No,N/A,1500000,0.1721,Underpaid
MA-010858,Coastal Healthcare Inc,2024,Income,Manufacturing,Boston,1221735.7,489406.04,732329.66,50601.02,68984.24,18383.22,14,On Time,No,N/A,1500000,0.8145,Compliant
MA-010859,Valley Manufacturing Group,2024,Income,Retail,Springfield,471083.92,187891.83,283192.09,27779.1,53334.61,25555.51,9,On Time,No,N/A,600000,0.7851,Underpaid
MA-010860,Summit Auto Repair LLC,2025,Sales/Use,Healthcare,Boston,944584.75,238653.45,705931.31,44120.71,60863.01,16742.3,16,On Time,No,N/A,1200000,0.7872,Underpaid
MA-010861,Liberty Restaurant Associates,2023,Corporate,Professional Services,Worcester,617351.82,188359.56,428992.26,40401.61,42116.97,1715.35,6,On Time,No,N/A,500000,1.2347,Compliant
MA-010862,Pilgrim Healthcare Enterprise,2022,Sales/Use,Retail,Chelsea,775379.13,118144.12,657235.0,41077.19,35785.95,0.0,12,Late,No,N/A,600000,1.2923,Compliant
MA-010863,Harbor Hospitality Enterprise,2024,Rooms Occupancy,Professional Services,Boston,315761.26,124020.41,191740.84,11025.1,14467.26,3442.16,9,On Time,No,N/A,500000,0.6315,Compliant
MA-010864,Coastal Professional Services Solutions,2024,Meals,Construction,Springfield,650624.45,156183.69,494440.76,34610.85,29345.72,0.0,12,On Time,No,N/A,800000,0.8133,Compliant
MA-010865,Colonial Construction Holdings,2025,Corporate,Manufacturing,Quincy,0.0,0.0,0.0,0.0,65446.97,65446.97,30,Not Filed,No,N/A,1500000,0.0,Non-Filer
MA-010866,Northern Real Estate Partners,2023,Rooms Occupancy,Hospitality,Somerville,317791.66,139184.48,178607.18,10269.91,12189.3,1919.38,2,Late,No,N/A,350000,0.908,Compliant
MA-010867,Metro Retail LLC,2023,Corporate,Manufacturing,Fall River,1547361.57,371962.05,1175399.52,65383.09,66548.5,1165.41,17,On Time,No,N/A,1500000,1.0316,Compliant
MA-010868,Atlantic Real Estate Partners,2024,Sales/Use,Restaurant,Boston,568326.95,202344.82,365982.14,22873.88,25302.06,2428.17,1,On Time,No,N/A,450000,1.2629,Compliant
MA-010869,Northern Healthcare Inc,2022,Sales/Use,Professional Services,Brockton,183116.89,69946.65,113170.24,7073.14,13003.04,5929.9,1,On Time,No,N/A,500000,0.3662,Underpaid
MA-010870,Summit Auto Repair LLC,2022,Corporate,Professional Services,Springfield,487138.34,105469.45,381668.89,35341.23,43274.44,7933.21,16,On Time,No,N/A,500000,0.9743,Underpaid
MA-010871,Atlantic Restaurant Inc,2025,Sales/Use,Retail,Brockton,561040.21,119708.98,441331.23,27583.2,27613.42,30.21,6,On Time,No,N/A,600000,0.9351,Compliant
MA-010872,Harbor Retail Solutions,2025,Income,Professional Services,Springfield,536113.18,148246.59,387866.59,23833.63,22475.42,0.0,12,Late,No,N/A,500000,1.0722,Compliant
MA-010873,Atlantic Restaurant Group,2022,Sales/Use,Construction,Boston,288900.33,70985.05,217915.29,13619.71,23971.99,10352.28,7,Amended,No,N/A,800000,0.3611,Underpaid
MA-010874,Federal Restaurant Services,2025,Special Fuels,Construction,Cambridge,1066190.27,362755.41,703434.86,168824.37,191225.7,22401.34,16,Late,No,N/A,800000,1.3327,Compliant
MA-010875,Valley Auto Repair Inc,2024,Corporate,Construction,Springfield,829355.07,229913.43,599441.64,61846.05,59756.97,0.0,15,Not Filed,Yes,Compliant,800000,1.0367,Compliant
MA-010876,Southern Real Estate LLC,2025,Income,Auto Repair,New Bedford,48107.76,14282.54,33825.22,2560.48,2544.06,0.0,4,On Time,No,N/A,300000,0.1604,Compliant
MA-010877,Pioneer Healthcare Partners,2022,Income,Retail,Worcester,465293.46,132157.79,333135.67,23598.61,28013.89,4415.28,1,On Time,Yes,Compliant,600000,0.7755,Compliant
MA-010878,Coastal Manufacturing Group,2022,Income,Healthcare,Springfield,1394804.24,324164.88,1070639.36,126367.24,118061.99,0.0,24,Late,No,N/A,1200000,1.1623,Compliant
MA-010879,Atlantic Healthcare Holdings,2025,Sales/Use,Manufacturing,Brockton,1380715.99,611730.36,768985.63,48061.6,64625.42,16563.82,22,On Time,No,N/A,1500000,0.9205,Compliant
MA-010880,Federal Restaurant Services,2024,Income,Construction,Somerville,1315360.55,482050.95,833309.6,84987.53,109206.25,24218.71,22,On Time,No,N/A,800000,1.6442,Compliant
MA-010881,Coastal Auto Repair Holdings,2024,Sales/Use,Real Estate,Fall River,358666.68,139767.47,218899.22,13681.2,53775.79,40094.59,17,On Time,No,N/A,700000,0.5124,Suspicious
MA-010882,Colonial Hospitality Co,2023,Sales/Use,Manufacturing,Springfield,1522135.23,311091.14,1211044.09,75690.26,76214.77,524.52,11,On Time,Yes,Compliant,1500000,1.0148,Compliant
MA-010883,Summit Auto Repair Solutions,2025,Income,Manufacturing,Lowell,1321497.25,287356.18,1034141.07,103032.09,110544.68,7512.59,12,Late,No,N/A,1500000,0.881,Compliant
MA-010884,Commonwealth Healthcare Enterprise,2025,Corporate,Professional Services,Chelsea,888596.47,281949.12,606647.35,44895.88,51820.02,6924.15,10,On Time,No,N/A,500000,1.7772,Compliant
MA-010885,Pilgrim Manufacturing Services,2023,Corporate,Restaurant,Brockton,476009.14,152986.47,323022.66,17928.6,19571.43,1642.83,8,On Time,No,N/A,450000,1.0578,Compliant
MA-010886,Commonwealth Professional Services Partners,2024,Corporate,Restaurant,New Bedford,455051.14,89540.48,365510.66,33241.58,30108.34,0.0,14,Late,No,N/A,450000,1.0112,Compliant
MA-010887,Harbor Professional Services Group,2024,Meals,Construction,Fall River,0.0,0.0,0.0,0.0,31870.54,31870.54,8,Not Filed,No,N/A,800000,0.0,Non-Filer
MA-010888,Colonial Retail Inc,2023,Corporate,Auto Repair,Boston,218057.42,83572.12,134485.3,13638.46,17623.36,3984.9,1,On Time,No,N/A,300000,0.7269,Compliant
MA-010889,Metro Retail Services,2024,Sales/Use,Manufacturing,Springfield,1240059.99,543235.34,696824.65,43551.54,52067.12,8515.58,14,On Time,No,N/A,1500000,0.8267,Compliant
MA-010890,Commonwealth Hospitality Ventures,2025,Meals,Healthcare,Springfield,704203.35,300816.78,403386.58,28237.06,58625.51,30388.45,9,On Time,No,N/A,1200000,0.5868,Underpaid
MA-010891,Liberty Restaurant Inc,2023,Corporate,Healthcare,Worcester,647233.0,286254.47,360978.53,28416.43,36267.54,7851.1,7,Amended,No,N/A,1200000,0.5394,Compliant
MA-010892,Central Real Estate Holdings,2025,Special Fuels,Restaurant,Chelsea,225846.42,65850.96,159995.47,38398.91,44776.21,6377.3,6,On Time,No,N/A,450000,0.5019,Compliant
MA-010893,Harbor Restaurant Inc,2023,Sales/Use,Professional Services,Quincy,320124.21,93364.44,226759.77,14172.49,22763.66,8591.18,1,On Time,No,N/A,500000,0.6402,Underpaid
MA-010894,Metro Retail LLC,2025,Income,Restaurant,Boston,423384.38,164707.56,258676.82,30548.79,35747.37,5198.58,1,On Time,Yes,Compliant,450000,0.9409,Compliant
MA-010895,Harbor Retail Group,2025,Income,Retail,Lynn,632788.84,223413.51,409375.33,45315.55,47829.45,2513.89,15,Not Filed,No,N/A,600000,1.0546,Compliant
MA-010896,Patriot Restaurant Co,2022,Income,Restaurant,Springfield,169300.67,26599.85,142700.82,11937.86,9948.07,0.0,2,Late,No,N/A,450000,0.3762,Compliant
MA-010897,Patriot Hospitality Group,2024,Meals,Construction,Brockton,763211.73,212612.9,550598.83,38541.92,43435.63,4893.71,12,Late,Yes,Compliant,800000,0.954,Compliant
MA-010898,Patriot Healthcare Group,2023,Income,Manufacturing,Fall River,1672946.74,650217.4,1022729.34,66176.67,86343.63,20166.96,16,On Time,No,N/A,1500000,1.1153,Compliant
MA-010899,Commonwealth Hospitality Ventures,2023,Corporate,Restaurant,Quincy,399916.94,154452.8,245464.15,24293.42,29306.67,5013.25,1,On Time,No,N/A,450000,0.8887,Compliant
MA-010900,Northern Restaurant Corp,2023,Income,Manufacturing,Boston,1308395.88,477238.71,831157.17,74583.72,144301.65,69717.93,25,On Time,No,N/A,1500000,0.8723,Underpaid
MA-010901,Metro Healthcare Corp,2023,Meals,Professional Services,Boston,275565.56,60176.74,215388.82,15077.22,40078.56,25001.35,10,On Time,No,N/A,500000,0.5511,Suspicious
MA-010902,Atlantic Healthcare Enterprise,2025,Corporate,Restaurant,Boston,338384.0,66581.47,271802.53,29812.04,29676.96,0.0,1,On Time,No,N/A,450000,0.752,Compliant
MA-010903,Summit Auto Repair Inc,2025,Income,Hospitality,Cambridge,135878.06,23021.25,112856.82,7418.95,7103.82,0.0,1,On Time,No,N/A,350000,0.3882,Compliant
MA-010904,Central Hospitality Inc,2023,Income,Healthcare,New Bedford,1324968.39,203594.96,1121373.44,114646.93,91685.77,0.0,18,On Time,No,N/A,1200000,1.1041,Compliant
MA-010905,Patriot Hospitality Group,2022,Corporate,Hospitality,New Bedford,0.0,0.0,0.0,0.0,7272.66,7272.66,6,Not Filed,No,N/A,350000,0.0,Non-Filer
MA-010906,Northern Real Estate Partners,2025,Meals,Healthcare,Boston,1036703.98,212322.57,824381.41,57706.7,46705.66,0.0,13,On Time,No,N/A,1200000,0.8639,Compliant
MA-010907,Bay State Real Estate Services,2024,Income,Retail,New Bedford,710283.06,302040.8,408242.26,46306.87,86164.02,39857.15,16,On Time,No,N/A,600000,1.1838,Underpaid
MA-010908,Metro Hospitality Ventures,2025,Meals,Retail,Boston,144945.33,56094.55,88850.79,6219.56,31945.76,25726.2,2,On Time,No,N/A,600000,0.2416,Suspicious
MA-010909,Summit Auto Repair Solutions,2023,Income,Construction,Cambridge,155717.49,63585.95,92131.54,5325.82,6006.21,680.39,1,On Time,No,N/A,800000,0.1946,Compliant
MA-010910,Cape Restaurant Services,2025,Sales/Use,Restaurant,Fall River,408739.95,138701.19,270038.77,16877.42,20505.31,3627.88,1,On Time,No,N/A,450000,0.9083,Compliant
MA-010911,Colonial Professional Services Services,2023,Income,Retail,Lowell,562778.76,158711.01,404067.76,47844.06,44895.76,0.0,7,On Time,No,N/A,600000,0.938,Compliant
MA-010912,Coastal Healthcare Inc,2023,Corporate,Retail,Somerville,544185.82,232687.65,311498.16,25238.79,32487.81,7249.02,3,On Time,No,N/A,600000,0.907,Compliant
MA-010913,Eastern Construction Services,2023,Meals,Restaurant,Fall River,476743.08,86230.97,390512.11,27335.85,26283.58,0.0,8,On Time,No,N/A,450000,1.0594,Compliant
MA-010914,Federal Real Estate Corp,2025,Income,Healthcare,Boston,737650.78,322362.31,415288.47,49286.77,65207.01,15920.24,16,Amended,No,N/A,1200000,0.6147,Compliant
MA-010915,Northern Professional Services LLC,2025,Rooms Occupancy,Manufacturing,Worcester,1483594.84,591612.2,891982.63,51289.0,65642.29,14353.29,18,On Time,No,N/A,1500000,0.9891,Compliant
MA-010916,Beacon Professional Services Co,2025,Income,Healthcare,Fall River,1528580.98,676390.55,852190.43,88366.52,130136.69,41770.16,19,Not Filed,No,N/A,1200000,1.2738,Compliant
MA-010917,Patriot Professional Services Co,2024,Income,Retail,New Bedford,512093.7,162841.54,349252.16,22338.74,40810.06,18471.31,11,On Time,No,N/A,600000,0.8535,Underpaid
MA-010918,Coastal Professional Services Solutions,2024,Income,Hospitality,Boston,191056.06,84320.67,106735.38,5680.46,10567.61,4887.15,5,On Time,No,N/A,350000,0.5459,Underpaid
MA-010919,Northern Construction Services,2025,Income,Auto Repair,Cambridge,181470.18,47333.71,134136.47,15379.07,17617.63,2238.56,2,On Time,Yes,Compliant,300000,0.6049,Compliant
MA-010920,Metro Healthcare Group,2023,Corporate,Retail,Fall River,597023.09,168049.08,428974.01,31293.2,32060.13,766.93,6,On Time,No,N/A,600000,0.995,Compliant
MA-010921,Eastern Hospitality Associates,2023,Sales/Use,Healthcare,Brockton,528091.12,196300.7,331790.42,20736.9,47275.76,26538.85,4,Late,No,N/A,1200000,0.4401,Suspicious
MA-010922,Atlantic Healthcare Inc,2024,Income,Manufacturing,New Bedford,1188744.04,524749.18,663994.86,45239.17,60898.17,15659.0,15,On Time,No,N/A,1500000,0.7925,Compliant
MA-010923,Valley Auto Repair Ventures,2025,Corporate,Restaurant,Lowell,497186.49,130283.89,366902.59,32874.48,27641.42,0.0,1,Late,No,N/A,450000,1.1049,Compliant
